ရောဂါအမည်,ရောဂါလက္ခဏာ_၁,ရောဂါလက္ခဏာ_၂,ရောဂါလက္ခဏာ_၃,ရောဂါလက္ခဏာ_၄,ရောဂါလက္ခဏာ_၅,ရောဂါလက္ခဏာ_၆,ရောဂါလက္ခဏာ_၇,ရောဂါလက္ခဏာ_၈,ရောဂါလက္ခဏာ_၉,ရောဂါလက္ခဏာ_၁၀,ရောဂါလက္ခဏာ_၁၁,ရောဂါလက္ခဏာ_၁၂,ရောဂါလက္ခဏာ_၁၃,ရောဂါလက္ခဏာ_၁၄,ရောဂါလက္ခဏာ_၁၅,ရောဂါလက္ခဏာ_၁၆,ရောဂါလက္ခဏာ_၁၇
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ဝမ်းလျှော,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,ဝမ်းလျှော,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,ဝမ်းလျှော,နှလုံးခုန်မြန်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ခေါင်းကိုက်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ခေါင်းကိုက်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ခေါင်းကိုက်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ခေါင်းကိုက်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,ချွေးထွက်လွန်,ခေါင်းကိုက်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ခေါင်းကိုက်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ပျို့အန်ချင်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ခေါင်းကိုက်,အမြင်အာရုံ ဝေဝါး,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
သွေးတွင်းသကြားဓာတ် နည်းရောဂါ,အန်,မောပန်းနွမ်းနယ်,စိုးရိမ်စိတ်လွန်ကဲ,ချွေးထွက်လွန်,ခေါင်းကိုက်,ပျို့အန်ချင်,အလွန်အမင်း ဆာလောင်,နှုတ်ခမ်းခြောက်ပြီး ကျဉ်,စကားပြော မပီမသဖြစ်,စိတ်တိုလွယ်,ရင်တုန်,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,အဆစ်အမြစ်နာ,ဇက်နာ,ဒူးနာ,တင်ပါးဆုံအဆစ်နာ,အဆစ်များ ရောင်,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,ဇက်နာ,ဒူးနာ,တင်ပါးဆုံအဆစ်နာ,အဆစ်များ ရောင်,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,အဆစ်အမြစ်နာ,ဒူးနာ,တင်ပါးဆုံအဆစ်နာ,အဆစ်များ ရောင်,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,အဆစ်အမြစ်နာ,ဇက်နာ,တင်ပါးဆုံအဆစ်နာ,အဆစ်များ ရောင်,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,အဆစ်အမြစ်နာ,ဇက်နာ,ဒူးနာ,အဆစ်များ ရောင်,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,အဆစ်အမြစ်နာ,ဇက်နာ,ဒူးနာ,တင်ပါးဆုံအဆစ်နာ,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,
အရိုးအဆစ် ယိုယွင်းရောဂါ,အဆစ်အမြစ်နာ,ဇက်နာ,ဒူးနာ,တင်ပါးဆုံအဆစ်နာ,အဆစ်များ ရောင်,,,,,,,,,,,,
အဆစ်ရောင်ရောဂါ,ကြွက်သားအားနည်း,ဇက်တောင့်,အဆစ်များ ရောင်,လှုပ်ရှားရခက်ခဲ/တောင့်တင်း,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,
အဆစ်ရောင်ရောဂါ,ဇက်တောင့်,အဆစ်များ ရောင်,လှုပ်ရှားရခက်ခဲ/တောင့်တင်း,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,,
အဆစ်ရောင်ရောဂါ,ကြွက်သားအားနည်း,အဆစ်များ ရောင်,လှုပ်ရှားရခက်ခဲ/တောင့်တင်း,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,,
အဆစ်ရောင်ရောဂါ,ကြွက်သားအားနည်း,ဇက်တောင့်,လှုပ်ရှားရခက်ခဲ/တောင့်တင်း,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,,
အဆစ်ရောင်ရောဂါ,ကြွက်သားအားနည်း,ဇက်တောင့်,အဆစ်များ ရောင်,လမ်းလျှောက်လျှင် နာ,,,,,,,,,,,,,
အဆစ်ရောင်ရောဂါ,ကြွက်သားအားနည်း,ဇက်တောင့်,အဆစ်များ ရောင်,လှုပ်ရှားရခက်ခဲ/တောင့်တင်း,,,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),အန်,ခေါင်းကိုက်,ပျို့အန်ချင်,ချာချာလည် မူး,ဟန်ချက်ပျက်,ခြေလှမ်း မခိုင်,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),ခေါင်းကိုက်,ပျို့အန်ချင်,ချာချာလည် မူး,ဟန်ချက်ပျက်,ခြေလှမ်း မခိုင်,,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),အန်,ပျို့အန်ချင်,ချာချာလည် မူး,ဟန်ချက်ပျက်,ခြေလှမ်း မခိုင်,,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),အန်,ခေါင်းကိုက်,ချာချာလည် မူး,ဟန်ချက်ပျက်,ခြေလှမ်း မခိုင်,,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),အန်,ခေါင်းကိုက်,ပျို့အန်ချင်,ဟန်ချက်ပျက်,ခြေလှမ်း မခိုင်,,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),အန်,ခေါင်းကိုက်,ပျို့အန်ချင်,ချာချာလည် မူး,ခြေလှမ်း မခိုင်,,,,,,,,,,,,
ချာချာလည် ခေါင်းမူးရောဂါ (Vertigo),အန်,ခေါင်းကိုက်,ပျို့အန်ချင်,ချာချာလည် မူး,ဟန်ချက်ပျက်,,,,,,,,,,,,
ဝက်ခြံရောဂါ,အရေပြား အဖုအပိန့်ထ,ပြည်ပါဝက်ခြံထ,ဝက်ခြံခေါင်းမည်း,အမာရွတ်ကျန်,,,,,,,,,,,,,
ဝက်ခြံရောဂါ,ပြည်ပါဝက်ခြံထ,ဝက်ခြံခေါင်းမည်း,အမာရွတ်ကျန်,,,,,,,,,,,,,,
ဝက်ခြံရောဂါ,အရေပြား အဖုအပိန့်ထ,ဝက်ခြံခေါင်းမည်း,အမာရွတ်ကျန်,,,,,,,,,,,,,,
ဝက်ခြံရောဂါ,အရေပြား အဖုအပိန့်ထ,ပြည်ပါဝက်ခြံထ,အမာရွတ်ကျန်,,,,,,,,,,,,,,
ဝက်ခြံရောဂါ,အရေပြား အဖုအပိန့်ထ,ပြည်ပါဝက်ခြံထ,ဝက်ခြံခေါင်းမည်း,,,,,,,,,,,,,,
ဆီးလမ်းကြောင်း ပိုးဝင်ရောဂါ,ဆီးပူ/ဆီးအောင့်,ဆီးအိမ် မသက်မသာဖြစ်,ဆီး အနံ့ဆိုးထွက်,ဆီးခဏခဏသွားချင်,,,,,,,,,,,,,
ဆီးလမ်းကြောင်း ပိုးဝင်ရောဂါ,ဆီးအိမ် မသက်မသာဖြစ်,ဆီး အနံ့ဆိုးထွက်,ဆီးခဏခဏသွားချင်,,,,,,,,,,,,,,
ဆီးလမ်းကြောင်း ပိုးဝင်ရောဂါ,ဆီးပူ/ဆီးအောင့်,ဆီး အနံ့ဆိုးထွက်,ဆီးခဏခဏသွားချင်,,,,,,,,,,,,,,
ဆီးလမ်းကြောင်း ပိုးဝင်ရောဂါ,ဆီးပူ/ဆီးအောင့်,ဆီးအိမ် မသက်မသာဖြစ်,ဆီးခဏခဏသွားချင်,,,,,,,,,,,,,,
ဆီးလမ်းကြောင်း ပိုးဝင်ရောဂါ,ဆီးပူ/ဆီးအောင့်,ဆီးအိမ် မသက်မသာဖြစ်,ဆီး အနံ့ဆိုးထွက်,,,,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အရေပြား အဖုအပိန့်ထ,အဆစ်အမြစ်နာ,အရေပြားကွာ,ငွေရောင် အကြေးခွံများထ,လက်သည်းပေါ် အပေါက်သေးများဖြစ်,လက်သည်းရောင်,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အဆစ်အမြစ်နာ,အရေပြားကွာ,ငွေရောင် အကြေးခွံများထ,လက်သည်းပေါ် အပေါက်သေးများဖြစ်,လက်သည်းရောင်,,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အရေပြား အဖုအပိန့်ထ,အရေပြားကွာ,ငွေရောင် အကြေးခွံများထ,လက်သည်းပေါ် အပေါက်သေးများဖြစ်,လက်သည်းရောင်,,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အရေပြား အဖုအပိန့်ထ,အဆစ်အမြစ်နာ,ငွေရောင် အကြေးခွံများထ,လက်သည်းပေါ် အပေါက်သေးများဖြစ်,လက်သည်းရောင်,,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အရေပြား အဖုအပိန့်ထ,အဆစ်အမြစ်နာ,အရေပြားကွာ,လက်သည်းပေါ် အပေါက်သေးများဖြစ်,လက်သည်းရောင်,,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အရေပြား အဖုအပိန့်ထ,အဆစ်အမြစ်နာ,အရေပြားကွာ,ငွေရောင် အကြေးခွံများထ,လက်သည်းရောင်,,,,,,,,,,,,
စက်ရောင် အရေပြားရောဂါ (Psoriasis),အရေပြား အဖုအပိန့်ထ,အဆစ်အမြစ်နာ,အရေပြားကွာ,ငွေရောင် အကြေးခွံများထ,လက်သည်းပေါ် အပေါက်သေးများဖြစ်,,,,,,,,,,,,
အရေပြား ပိုးဝင် အနာကွက်ရောဂါ,အရေပြား အဖုအပိန့်ထ,အဖျားကြီး,အရည်ကြည်ဖုထ,နှာခေါင်းဘေး အနီကွက်/အနာဖြစ်,အဝါရောင် အနာဖတ်/အရည်ယို,,,,,,,,,,,,
အရေပြား ပိုးဝင် အနာကွက်ရောဂါ,အဖျားကြီး,အရည်ကြည်ဖုထ,နှာခေါင်းဘေး အနီကွက်/အနာဖြစ်,အဝါရောင် အနာဖတ်/အရည်ယို,,,,,,,,,,,,,
အရေပြား ပိုးဝင် အနာကွက်ရောဂါ,အရေပြား အဖုအပိန့်ထ,အရည်ကြည်ဖုထ,နှာခေါင်းဘေး အနီကွက်/အနာဖြစ်,အဝါရောင် အနာဖတ်/အရည်ယို,,,,,,,,,,,,,
အရေပြား ပိုးဝင် အနာကွက်ရောဂါ,အရေပြား အဖုအပိန့်ထ,အဖျားကြီး,နှာခေါင်းဘေး အနီကွက်/အနာဖြစ်,အဝါရောင် အနာဖတ်/အရည်ယို,,,,,,,,,,,,,
အရေပြား ပိုးဝင် အနာကွက်ရောဂါ,အရေပြား အဖုအပိန့်ထ,အဖျားကြီး,အရည်ကြည်ဖုထ,အဝါရောင် အနာဖတ်/အရည်ယို,,,,,,,,,,,,,
အရေပြား ပိုးဝင် အနာကွက်ရောဂါ,အရေပြား အဖုအပိန့်ထ,အဖျားကြီး,အရည်ကြည်ဖုထ,နှာခေါင်းဘေး အနီကွက်/အနာဖြစ်,,,,,,,,,,,,,
